order_id,customer_id,order_date,status,region_code
273,84,2025-06-08 12:34:49,CANCELLED,WEST
274,41,2024-07-20 16:56:49,SHIPPED,EAST
275,381,2025-09-12 04:43:34,DELIVERED,WEST
276,36,2025-01-14 00:33:53,DELIVERED,NORTH
277,317,2026-02-05 03:01:51,RETURNED,WEST
278,10,2026-03-30 22:30:00,RETURNED,NORTH
279,53,2025-01-11 09:57:50,SHIPPED,WEST
280,120,2025-12-25 21:12:05,PLACED,WEST
281,216,2024-11-18 07:03:06,CANCELLED,EAST
282,406,2026-02-20 00:00:00,PLACED,SOUTH
283,398,2025-08-15 19:42:22,RETURNED,WEST
284,459,2024-10-29 12:12:11,CANCELLED,NORTH
285,394,2025-06-24 01:39:21,CANCELLED,WEST
286,18,2024-11-13 03:37:29,PLACED,SOUTH
287,349,2024-11-28 15:00:43,DELIVERED,SOUTH
288,22,2025-09-25 09:10:05,RETURNED,NORTH
289,327,2025-09-24 23:00:50,DELIVERED,NORTH
290,112,2025-06-12 15:51:31,SHIPPED,WEST
291,86,2026-05-20 22:23:59,RETURNED,NORTH
292,125,2024-11-03 00:00:00,PLACED,WEST
293,80,2026-04-02 02:02:36,PLACED,SOUTH
294,47,2026-01-02 01:03:22,DELIVERED,NORTH
295,331,2025-07-23 00:39:38,RETURNED,NORTH
296,120,2026-11-07 22:59:58,RETURNED,EAST
297,225,2025-04-17 03:56:15,PLACED,WEST
298,69,2024-12-08 20:59:02,PLACED,WEST
299,287,2024-12-29 10:35:16,CANCELLED,SOUTH
300,279,2026-02-23 22:22:40,CANCELLED,EAST
301,307,2025-07-26 05:48:44,RETURNED,SOUTH
302,80,2025-08-01 11:38:07,DELIVERED,EAST
303,398,2024-08-30 07:19:15,CANCELLED,SOUTH
304,318,2025-02-02 19:28:39,RETURNED,SOUTH
305,33,2025-04-25 10:16:29,RETURNED,WEST
306,350,2025-10-01 05:55:41,RETURNED,SOUTH
307,166,2024-08-14 17:30:39,DELIVERED,NORTH
308,338,2025-12-13 18:50:34,SHIPPED,SOUTH
309,104,2024-12-20 02:03:07,SHIPPED,NORTH
310,Unknown,2025-08-18 17:35:03,CANCELLED,WEST
311,360,2026-06-17 12:44:40,PLACED,EAST
312,368,2026-03-19 05:23:46,SHIPPED,WEST
313,427,2025-04-19 01:43:02,PLACED,EAST
314,481,2025-09-05 22:05:01,DELIVERED,NORTH
315,137,2025-12-07 06:51:57,PLACED,EAST
316,111,2026-06-25 10:26:10,PLACED,NORTH
317,273,2025-06-30 14:40:19,SHIPPED,SOUTH
318,486,2026-05-28 04:49:26,RETURNED,WEST
319,393,2024-08-17 13:09:39,DELIVERED,WEST
320,219,2024-12-08 11:22:52,SHIPPED,SOUTH
321,259,2025-11-28 04:52:53,SHIPPED,WEST
322,463,2025-03-21 04:37:38,DELIVERED,EAST
323,325,2024-09-30 15:45:27,DELIVERED,SOUTH
324,110,2026-10-01 02:05:54,RETURNED,EAST
325,232,2025-08-21 10:35:57,CANCELLED,NORTH
326,146,2025-11-16 14:02:54,RETURNED,SOUTH
327,155,2026-04-17 00:00:00,SHIPPED,SOUTH
328,12,2025-09-02 21:49:33,DELIVERED,SOUTH
329,236,2026-04-21 22:39:03,SHIPPED,EAST
330,299,2026-08-02 17:42:11,DELIVERED,EAST
331,205,2025-02-02 00:04:16,SHIPPED,NORTH
332,406,2025-04-10 21:58:32,CANCELLED,NORTH
333,154,2025-09-08 00:00:00,RETURNED,WEST
334,29,2025-09-28 08:03:34,DELIVERED,EAST
335,223,2024-11-24 12:17:57,PLACED,SOUTH
336,435,2025-01-05 00:56:49,PLACED,WEST
337,269,2025-12-02 00:00:00,RETURNED,SOUTH
338,358,2025-02-05 11:36:01,PLACED,WEST
339,386,2025-04-22 05:07:45,RETURNED,NORTH
340,149,2025-11-10 22:37:52,SHIPPED,SOUTH
341,244,2025-01-12 22:34:47,PLACED,WEST
342,205,2026-10-06 03:39:41,SHIPPED,SOUTH
343,102,2026-04-22 09:46:34,RETURNED,SOUTH
344,377,2024-10-09 22:29:58,SHIPPED,NORTH
345,221,2025-08-17 18:47:54,RETURNED,NORTH
346,212,2025-01-23 21:24:52,DELIVERED,SOUTH
347,305,2025-04-30 18:46:50,DELIVERED,SOUTH
348,316,2026-06-17 03:43:42,CANCELLED,SOUTH
349,474,2025-01-01 14:38:49,SHIPPED,EAST
350,373,2025-08-17 13:22:17,PLACED,NORTH
351,318,2025-05-23 16:57:03,DELIVERED,NORTH
352,412,2025-12-04 13:59:58,CANCELLED,WEST
353,Unknown,2026-08-04 05:54:04,RETURNED,SOUTH
354,268,2026-05-17 10:57:58,RETURNED,WEST
355,73,2025-06-04 11:22:21,PLACED,WEST
356,340,2025-07-25 15:15:40,DELIVERED,SOUTH
357,103,2026-03-20 03:42:35,RETURNED,EAST
358,336,2025-07-21 22:41:14,PLACED,WEST
359,340,2026-01-06 13:35:15,DELIVERED,NORTH
360,Unknown,2025-10-24 18:48:46,CANCELLED,SOUTH
361,261,2024-07-17 14:29:37,PLACED,EAST
362,306,2025-06-08 06:25:23,SHIPPED,SOUTH
363,235,2026-05-28 13:48:50,PLACED,NORTH
364,272,2024-10-28 10:03:39,CANCELLED,WEST
365,10,2025-06-19 03:48:36,DELIVERED,EAST
366,121,2024-11-18 02:37:12,RETURNED,EAST
367,321,2025-07-01 02:50:33,CANCELLED,NORTH
368,486,2024-10-09 08:31:57,SHIPPED,EAST
369,337,2025-08-16 03:14:54,CANCELLED,SOUTH
370,294,2025-11-24 06:47:04,DELIVERED,EAST
371,68,2025-02-15 14:10:21,SHIPPED,SOUTH
372,159,2024-12-23 18:28:06,RETURNED,SOUTH
373,466,2024-06-11 04:11:17,SHIPPED,SOUTH
374,286,2024-04-12 15:40:41,PLACED,SOUTH
375,451,2024-11-11 16:51:27,PLACED,EAST
376,212,2025-04-19 19:49:44,DELIVERED,WEST
377,421,2025-10-23 01:58:30,DELIVERED,SOUTH
378,55,2026-01-20 14:59:43,PLACED,EAST
379,314,2026-08-04 00:39:01,SHIPPED,SOUTH
380,184,2024-12-10 09:20:20,CANCELLED,SOUTH
381,310,2025-07-12 23:28:51,DELIVERED,SOUTH
382,252,2025-07-01 09:28:14,SHIPPED,SOUTH
383,210,2025-05-30 12:27:47,PLACED,EAST
384,114,2026-03-04 12:51:27,SHIPPED,SOUTH
385,475,2025-03-25 23:20:22,CANCELLED,WEST
386,444,2026-01-22 22:02:33,SHIPPED,WEST
387,22,2024-08-10 12:17:25,CANCELLED,EAST
388,481,2025-07-21 11:37:29,RETURNED,NORTH
389,232,2025-12-18 22:41:33,PLACED,SOUTH
390,203,2025-07-19 09:15:20,PLACED,WEST
391,323,2025-07-19 13:06:20,SHIPPED,EAST
392,453,2024-12-23 03:18:36,DELIVERED,WEST
393,151,2025-10-14 08:38:40,PLACED,SOUTH
394,331,2024-11-14 17:21:07,RETURNED,NORTH
395,300,2025-11-27 05:17:25,RETURNED,SOUTH
396,166,2026-04-20 18:33:12,SHIPPED,WEST
397,365,2025-05-27 15:13:13,CANCELLED,NORTH
398,355,2024-07-29 21:55:42,SHIPPED,NORTH
399,362,2025-01-17 17:50:51,DELIVERED,NORTH
400,197,2024-08-14 23:46:21,RETURNED,SOUTH
401,195,2024-10-19 00:00:00,SHIPPED,EAST
402,338,2025-09-30 22:04:02,SHIPPED,SOUTH
403,365,2025-10-15 13:39:52,DELIVERED,EAST
404,493,2024-11-14 15:10:07,SHIPPED,NORTH
405,492,2024-10-25 02:56:31,RETURNED,EAST
406,Unknown,2025-11-13 10:59:16,CANCELLED,NORTH
407,253,2025-08-14 15:51:31,RETURNED,WEST
408,227,2024-11-08 22:04:28,RETURNED,NORTH
409,281,2026-04-06 09:10:33,RETURNED,SOUTH
410,Unknown,2025-09-29 23:22:36,DELIVERED,NORTH
411,17,2024-03-11 13:16:04,RETURNED,EAST
412,45,2024-08-24 00:00:00,CANCELLED,SOUTH
413,146,2024-11-18 16:19:54,RETURNED,SOUTH
414,384,2025-01-29 01:48:45,PLACED,NORTH
415,166,2026-06-28 23:09:35,CANCELLED,NORTH
416,432,2024-11-29 07:38:48,DELIVERED,WEST
417,356,2025-08-17 18:23:03,DELIVERED,WEST
418,357,2025-05-23 09:45:26,PLACED,NORTH
419,323,2025-10-21 00:20:16,PLACED,WEST
420,310,2025-09-23 05:51:25,DELIVERED,WEST
421,163,2025-11-19 17:39:09,RETURNED,EAST
422,315,2024-07-26 22:36:23,RETURNED,WEST
423,93,2026-05-25 20:05:53,SHIPPED,EAST
424,1,2026-01-22 08:50:15,CANCELLED,NORTH
425,107,2026-01-28 21:55:43,CANCELLED,WEST
426,Unknown,2025-08-12 11:19:33,SHIPPED,NORTH
427,354,2026-11-04 09:42:26,PLACED,EAST
428,282,2025-02-17 15:28:51,PLACED,NORTH
429,175,2024-09-17 01:58:18,RETURNED,NORTH
430,100,2024-12-27 17:05:52,DELIVERED,WEST
431,409,2025-06-26 00:00:00,SHIPPED,WEST
432,236,2025-10-26 13:57:57,RETURNED,EAST
433,417,2025-07-13 15:17:15,PLACED,EAST
434,348,2026-05-17 03:11:32,RETURNED,NORTH
435,351,2025-07-21 14:27:13,DELIVERED,NORTH
436,144,2024-11-21 23:05:57,DELIVERED,WEST
437,432,2024-12-29 20:44:30,RETURNED,WEST
438,60,2026-04-18 10:36:10,DELIVERED,EAST
439,140,2025-05-27 12:45:10,CANCELLED,SOUTH
440,425,2025-10-22 03:56:57,SHIPPED,EAST
441,192,2024-10-31 07:51:03,SHIPPED,NORTH
442,13,2026-03-21 16:13:15,RETURNED,SOUTH
443,473,2025-08-10 00:48:54,RETURNED,EAST
444,74,2026-10-04 17:51:34,PLACED,SOUTH
445,19,2026-02-28 14:33:23,RETURNED,NORTH
446,Unknown,2024-11-30 18:04:12,RETURNED,NORTH
447,456,2025-11-08 00:00:00,RETURNED,EAST
448,Unknown,2025-06-12 20:14:52,SHIPPED,EAST
449,147,2025-08-13 05:35:51,DELIVERED,WEST
450,140,2025-02-02 22:31:37,DELIVERED,NORTH
451,Unknown,2024-11-19 18:03:46,RETURNED,NORTH
452,180,2026-01-25 23:19:27,DELIVERED,SOUTH
453,412,2025-12-26 23:50:58,SHIPPED,SOUTH
454,314,2025-04-04 15:21:33,RETURNED,WEST
455,15,2026-06-28 21:23:25,PLACED,NORTH
456,45,2025-06-29 16:48:00,SHIPPED,WEST
457,160,2025-10-18 19:41:30,SHIPPED,NORTH
458,387,2025-10-14 05:00:40,RETURNED,SOUTH
459,411,2024-03-09 22:49:42,CANCELLED,NORTH
460,351,2025-06-01 23:32:36,CANCELLED,WEST
461,115,2025-02-05 05:52:28,RETURNED,EAST
462,201,2025-07-05 21:02:03,DELIVERED,EAST
463,16,2024-10-23 04:08:11,PLACED,EAST
464,434,2024-04-10 19:23:51,DELIVERED,SOUTH
465,208,2024-07-25 08:15:13,PLACED,EAST
466,37,2024-12-16 15:33:15,RETURNED,WEST
467,212,2025-08-22 11:32:58,SHIPPED,SOUTH
468,197,2026-11-05 03:27:15,SHIPPED,WEST
469,223,2026-06-18 18:48:56,DELIVERED,SOUTH
470,343,2025-08-08 05:26:48,RETURNED,WEST
471,306,2025-12-26 01:02:41,RETURNED,NORTH
472,91,2025-03-06 13:03:00,CANCELLED,NORTH
473,351,2026-04-15 10:50:42,CANCELLED,EAST
474,339,2024-05-11 15:31:35,SHIPPED,SOUTH
475,463,2025-10-25 19:02:50,PLACED,SOUTH
476,232,2024-09-25 06:38:22,CANCELLED,WEST
477,349,2024-11-27 06:53:35,DELIVERED,EAST
478,480,2025-07-17 02:20:54,DELIVERED,NORTH
479,314,2026-12-06 18:41:57,CANCELLED,SOUTH
480,32,2025-01-11 23:14:25,RETURNED,NORTH
481,Unknown,2025-10-21 08:50:36,DELIVERED,NORTH
482,444,2024-08-11 00:00:00,CANCELLED,WEST
483,365,2026-05-25 05:59:56,CANCELLED,WEST
484,340,2026-03-13 07:52:00,SHIPPED,SOUTH
485,432,2025-08-29 06:04:34,CANCELLED,SOUTH
486,447,2025-07-08 10:14:25,SHIPPED,NORTH
487,9,2026-02-16 20:56:32,CANCELLED,WEST
488,70,2024-11-10 18:10:06,CANCELLED,WEST
489,357,2024-09-22 20:41:26,CANCELLED,SOUTH
490,218,2025-07-22 01:07:35,CANCELLED,WEST
491,96,2025-06-12 15:28:23,PLACED,WEST
492,122,2024-10-21 17:00:34,DELIVERED,WEST
